500000000000000000000000000000,627861,627860,249287700494347314292
500000000000000000000000000000,1385,1384,249287261327176169880
500000000000000000000000000000,744904,744903,249287700646799390949
500000000000000000000000000000,1428953,1428952,249287701038289072205
500000000000000000000000000000,970418,970417,249287700836848504450
500000000000000000000000000000,887189,887188,249287700777957211671
500000000000000000000000000000,14213,14212,249287658600596089267
500000000000000000000000000000,10864,10863,249287645385971313303
500000000000000000000000000000,24039,24038,249287676122033153313
500000000000000000000000000000,1552728,1552727,249287701072272773985
500000000000000000000000000000,1244829,1244828,249287700975231985410
500000000000000000000000000000,1869842,1869841,249287701138810221315
500000000000000000000000000000,3746,3745,249287538801500999999
500000000000000000000000000000,2411672,2411671,249287701212006806132
500000000000000000000000000000,3471,3470,249287525910642315528
500000000000000000000000000000,625979,625978,249287700491430235410
500000000000000000000000000000,1728982,1728981,249287701112267631799
500000000000000000000000000000,3601,3600,249287532249944260138
500000000000000000000000000000,9836,9835,249287639524420903065
500000000000000000000000000000,2468299,2468298,249287701217801872650
500000000000000000000000000000,588376,588375,249287700429234638723
500000000000000000000000000000,1921344,1921343,249287701147543252719
500000000000000000000000000000,616692,616691,249287700476774784124
500000000000000000000000000000,2481329,2481328,249287701219097896883
500000000000000000000000000000,2589051,2589050,249287701229312707467
500000000000000000000000000000,1706,1705,249287344187709173095
500000000000000000000000000000,926064,926063,249287700806781903560
500000000000000000000000000000,8,7,249201718871025189663
500000000000000000000000000000,1737454,1737453,249287701113985671364
500000000000000000000000000000,444163,444162,249287700093064446834
500000000000000000000000000000,1368075,1368074,249287701019318359791
500000000000000000000000000000,11865,11864,249287650117454735410
500000000000000000000000000000,725364,725363,249287700624769117704
500000000000000000000000000000,1375279,1375278,249287701021650872897
500000000000000000000000000000,979812,979811,249287700842867171364
500000000000000000000000000000,22,21,249258807982704917160
500000000000000000000000000000,1631358,1631357,249287701091182910484
500000000000000000000000000000,2,1,248731692599684348169
500000000000000000000000000000,523605,523604,249287700301156841493
500000000000000000000000000000,1713537,1713536,249287701109091818496
500000000000000000000000000000,936005,936004,249287700813768446092
500000000000000000000000000000,3627,3626,249287533463259234173
500000000000000000000000000000,1720419,1720418,249287701110513944114
500000000000000000000000000000,244433,244432,249287698972352100889
500000000000000000000000000000,4387,4386,249287562573746631057
500000000000000000000000000000,4434,4433,249287564046281637981
500000000000000000000000000000,12693,12692,249287653467215398614
500000000000000000000000000000,1400923,1400922,249287701029759210434
500000000000000000000000000000,12822,12821,249287653950143655538
500000000000000000000000000000,5065,5064,249287581169017791295
500000000000000000000000000000,1694966,1694965,249287701105196600147
500000000000000000000000000000,1259410,1259409,249287700980897790800
500000000000000000000000000000,186365,186364,249287698195806459692
500000000000000000000000000000,10336,10335,249287642521019158753
500000000000000000000000000000,180,179,249284299770804190405
500000000000000000000000000000,1837715,1837714,249287701133114639712
500000000000000000000000000000,2090755,2090754,249287701173234445845
500000000000000000000000000000,2358854,2358853,249287701206350752472
500000000000000000000000000000,1526576,1526575,249287701065551646142
500000000000000000000000000000,3302,3301,249287516923101906775
500000000000000000000000000000,1401489,1401488,249287701029934826161
500000000000000000000000000000,2,1,248731692599684348169
500000000000000000000000000000,1797,1796,249287362289429062808
500000000000000000000000000000,32979,32978,249287682992129319979
500000000000000000000000000000,2557204,2557203,249287701226382398367
500000000000000000000000000000,7728,7727,249287622626724174331
500000000000000000000000000000,952275,952274,249287700824888282145
500000000000000000000000000000,1546627,1546626,249287701070725129821
500000000000000000000000000000,264798,264797,249287699164026253956
500000000000000000000000000000,299000,298999,249287699427185718347
500000000000000000000000000000,69112,69111,249287692650001521760
500000000000000000000000000000,7437,7436,249287619541521567259
500000000000000000000000000000,556570,556569,249287700370066726013
500000000000000000000000000000,1146043,1146042,249287700933049127101
500000000000000000000000000000,759555,759554,249287700662574026705
500000000000000000000000000000,1295723,1295722,249287700994453866715
500000000000000000000000000000,15862,15861,249287663056959588278
500000000000000000000000000000,9803,9802,249287639315891139712
500000000000000000000000000000,11017,11016,249287646164835351631
500000000000000000000000000000,2591999,2591998,249287701229580317754
500000000000000000000000000000,3,2,248996128129085403807
500000000000000000000000000000,883204,883203,249287700774859060335
500000000000000000000000000000,4,3,249090379654328161473
500000000000000000000000000000,39,38,249271705438230693372
500000000000000000000000000000,877707,877706,249287700770539230959
500000000000000000000000000000,15970,15969,249287663316713123145
500000000000000000000000000000,697473,697472,249287700591185123145
500000000000000000000000000000,1888212,1888211,249287701141979821463
500000000000000000000000000000,741594,741593,249287700643149220820
500000000000000000000000000000,535354,535353,249287700326690210187
500000000000000000000000000000,1750262,1750261,249287701116551431008
500000000000000000000000000000,1992835,1992834,249287701158917583580
500000000000000000000000000000,1187739,1187738,249287700951709644905
500000000000000000000000000000,2487171,2487170,249287701219674560335
500000000000000000000000000000,2382691,2382690,249287701208934402571
500000000000000000000000000000,12,11,249232742483382990108
500000000000000000000000000000,7313,7312,249287618152250953263
500000000000000000000000000000,4393,4392,249287562763484642432
500000000000000000000000000000,478722,478721,249287700192076410978
500000000000000000000000000000,19498,19497,249287670219579813797
500000000000000000000000000000,2591998,2591997,249287701229580227002
500000000000000000000000000000,2495642,2495641,249287701220505936695
500000000000000000000000000000,1585432,1585431,249287701080365762610
500000000000000000000000000000,627861,627860,249287700494347314292
500000000000000000000000000000,1385,1384,249287261327176169880
500000000000000000000000000000,744904,744903,249287700646799390949
500000000000000000000000000000,209962,209961,249287698563178681750
500000000000000000000000000000,1712929,1712928,249287701108965629574
500000000000000000000000000000,1732700,1732699,249287701113023674826
500000000000000000000000000000,504465,504464,249287700257014110039
500000000000000000000000000000,2560563,2560562,249287701226694905785
500000000000000000000000000000,1476034,1476033,249287701051887304648
500000000000000000000000000000,275846,275845,249287699256167857566
500000000000000000000000000000,722594,722593,249287700621549672353
500000000000000000000000000000,8242,8241,249287627543877630810
500000000000000000000000000000,1158676,1158675,249287700938844679277
500000000000000000000000000000,13124,13123,249287655043588492333
500000000000000000000000000000,23685,23684,249287675743244125865
500000000000000000000000000000,1062969,1062968,249287700891506411967
500000000000000000000000000000,7661,7660,249287621937157511621
500000000000000000000000000000,1388336,1388335,249287701025816775716
500000000000000000000000000000,2757,2756,249287480431055968100
500000000000000000000000000000,619628,619627,249287700481455459692
500000000000000000000000000000,232712,232711,249287698846824296240
500000000000000000000000000000,7490,7489,249287620121288582096
500000000000000000000000000000,664920,664919,249287700548424311819
500000000000000000000000000000,1193894,1193893,249287700954353834074
500000000000000000000000000000,931040,931039,249287700810297689663
500000000000000000000000000000,1098411,1098410,249287700909998418397
500000000000000000000000000000,2,1,248731692599684348169
500000000000000000000000000000,7326,7325,249287618300107376112
500000000000000000000000000000,1986841,1986840,249287701157995366221
500000000000000000000000000000,1550046,1550045,249287701071593930266
500000000000000000000000000000,2130,2129,249287415338237261127
500000000000000000000000000000,2381511,2381510,249287701208807721067
500000000000000000000000000000,392052,392051,249287699910760608555
500000000000000000000000000000,16129,16128,249287663692797180266
500000000000000000000000000000,1293634,1293633,249287700993694649603
500000000000000000000000000000,1970322,1970321,249287701155424767061
500000000000000000000000000000,1920,1919,249287384028217475024
500000000000000000000000000000,12088,12087,249287651064781272254
500000000000000000000000000000,426862,426861,249287700037474826409
500000000000000000000000000000,6,5,249167916690311848664
500000000000000000000000000000,5209,5208,249287584495109871908
500000000000000000000000000000,2472886,2472885,249287701218259674579
500000000000000000000000000000,2170297,2170296,249287701183913311325
500000000000000000000000000000,15799,15798,249287662903796594460
500000000000000000000000000000,2570948,2570947,249287701227655917160
500000000000000000000000000000,16935,16934,249287665490596183975
500000000000000000000000000000,997926,997925,249287700854152770523
500000000000000000000000000000,1462,1461,249287284522692105835
500000000000000000000000000000,2592000,2591999,249287701229580408258
500000000000000000000000000000,35895,35894,249287684492815167160
500000000000000000000000000000,300451,300450,249287699437025280415
500000000000000000000000000000,1763151,1763150,249287701119095785607
500000000000000000000000000000,4181,4180,249287555729022549702
500000000000000000000000000000,52,51,249275776162644797477
500000000000000000000000000000,2436611,2436610,249287701214592192630
500000000000000000000000000000,396148,396147,249287699926826742086
500000000000000000000000000000,12,11,249232742483382990108
500000000000000000000000000000,3360,3359,249287520109509081107
500000000000000000000000000000,7327,7326,249287618311459212413
500000000000000000000000000000,2,1,248731692599684348169
500000000000000000000000000000,2310240,2310239,249287701200916321463
500000000000000000000000000000,427570,427569,249287700039837974529
500000000000000000000000000000,2,1,248731692599684348169
500000000000000000000000000000,23747,23746,249287675810401493817
500000000000000000000000000000,125467,125466,249287696609215349653
500000000000000000000000000000,2720,2719,249287477423335963154
500000000000000000000000000000,631,630,249286734629213098664
500000000000000000000000000000,1074664,1074663,249287700897743160484
500000000000000000000000000000,2202,2201,249287424697764071710
500000000000000000000000000000,12777,12776,249287653782787920375
500000000000000000000000000000,1354,1353,249287251243347755687
500000000000000000000000000000,1370982,1370981,249287701020262539069
500000000000000000000000000000,19879,19878,249287670818448169880
500000000000000000000000000000,1384775,1384774,249287701024688411473
500000000000000000000000000000,1568641,1568640,249287701076252784124
500000000000000000000000000000,5764,5763,249287595759578336547
500000000000000000000000000000,825054,825053,249287700726245458951
500000000000000000000000000000,2497,2496,249287457407496572205
500000000000000000000000000000,747610,747609,249287700649759474777
500000000000000000000000000000,9859,9858,249287639668934214144
